pred,filename,output
"Статья посвящена проблеме полиморбидности, которая становится актуальной проблемой современной медицины. У больных с полиморбидной патологией отмечаются более высокие показатели смертности, госпитализации и осложнений, существенное ухудшение прогноза, снижение функциональных возможностей и качества жизни. Авторы статьи выделяют факторы риска хронических неинфекционных заболеваний (ХНИЗ), такие как ожирение, дислипидемия, гипергликемия, гиперурикемия, повышенное артериальное давление и другие, которые играют важную роль в формировании полиморбидности. Особый интерес представляет изучение роли факторов риска ХНИЗ в формировании полиморбидности при наличии патологии сердечнососудистой системы. Сердечно-сосудистые заболевания, и в первую очередь артериальная гипертензия, продолжают лидировать по распространенности, причинам инвалидизации и смертности населения. Артериальная гипертензия, являясь одним из наиболее распространенных сердечно-сосудистых заболеваний, также рассматривается как модифицируемый фактор риска. Особое значение в патогенетических механизмах развития артериальной гипертензии имеет снижение эластичности и повышение жесткости сосудистой стенки, которым способствуют дислипидемия и развитие атеросклероза. Роль дислипидемии в формировании множественной сочетанной патологии является недостаточно изученной. В статье также рассматривается связь полиморбидной патологии при артериальной гипертензии с нарушениями липидного, пуринового и углеводного обмена.",med_52,"Цель исследования – изучить особенности взаимосвязи полиморбидной патологии при артериальной гипертензии с нарушениями липидного, пуринового и углеводного обмена. Материал и методы. Обследованы 9775
 больных артериальной гипертензией с наличием полиморбидной патологии, проходивших обследование и лечение на базе клиники ФИЦ фундаментальной и трансляционной медицины (г. Новосибирск). Пациенты были разделены на две группы: больные артериальной гипертензией без дислипидемии (n = 561 (252 мужчины (44,9 %),
 309 женщин (55,1 %), средний возраст 57,10 ± 0,60 года) и с ее наличием (n = 9214 (3879 (42,1 %) мужчин, 5335
 (57,9 %) женщин, средний возраст 57,82 ± 0,12 года). Результаты и их обсуждение. У больных артериальной
 гипертензией с дислипидемией чаще, чем в отсутствие последней, встречались гипергликемия, гиперурикемия,
 было статистически значимо больше содержание в сыворотке крови общего холестерина, холестерина липопротеинов низкой плотности, триглицеридов, индекс атерогенности, а также концентрация глюкозы и мочевой кислоты. У пациентов с дислипидемией по сравнению с лицами без дислипидемии артериальная гипертензия чаще
 сочеталась с заболеваниями эндокринной системы, расстройствами питания и нарушениями обмена веществ, а
 также другими болезнями системы кровообращения. Заключение. Полученные данные могут служить теоретической основой концепции помощи полиморбидным пациентам, основанной на воздействии на основные ключевые патогенетические механизмы заболеваний, и новых подходов к комплексному лечению, реабилитации и
 персонифицированной профилактики с учетом воздействия на модифицируемые факторы риска."
"Статья рассматривает связь между гриппом и сердечно-сосудистыми заболеваниями. Грипп уже давно считается способствующим развитию сердечно-сосудистой заболеваемости и смертности. Инфекционные агенты участвуют в развитии атеросклероза, а РНК вируса гриппа обнаружена в атеросклеротических бляшках человека. Гриппозные инфекции могут вызывать повреждение сердца и системное действие через воспалительные цитокины и протромботические изменения. В умеренных регионах эпидемии гриппа повторяются зимой и совпадают с резкими скачками смертности от сердечно-сосудистых заболеваний. Цель исследования - проанализировать частоту и характер сердечно-сосудистых осложнений при гриппе A/H1N1/09 в Забайкальском крае в период 2018-2019 годов. Исследование включает анализ данных 86 пациентов с тяжелым течением гриппа A/H1N1/09. Среди пациентов преобладали лица пожилого возраста с отягощенным преморбидным фоном. Тяжелые осложнения со стороны сердечно-сосудистой системы включали аритмии сердца и развитие острого инфаркта миокарда. Летальный исход наступал на 8-22-й день от начала заболевания. Наличие сердечно-сосудистых осложнений увеличивало летальность в 2 раза.",med_53,"Цель исследования – проанализировать частоту и характер сердечно-сосудистых осложнений (ССО) при гриппе
 А/H1N1/09 в Забайкальском крае в период с 2018 по 2019 г. Материал и методы. Проанализировано 86 случаев
 тяжелого течения гриппа А/H1N1/09. Результаты и их обсуждение. Пациенты были разделены на две группы,
 сопоставимые по полу и возрасту, первую группу составили лица с сердечно-сосудистыми осложнениями при
 гриппе A/H1N1/09 (41 человек), вторую – больные без осложненного течения гриппа (45 человек). Средний возраст больных в первой группе составил 60 ± 13,7 года. По результатам ЭКГ доминировала синусовая тахикардия
 с частотой сердечных сокращений 94 ± 14,2 уд./мин в сочетании с различными нарушениями ритма и проводимости: наджелудочковая экстрасистолия – у пяти (12 %) больных, острая (пароксизмальная) форма фибрилляции предсердий – у 19 (46 %), желудочковая экстрасистолия – у семи (17 %), полная блокада правой ножки пучка
 Гиса – у семи (17 %), полная блокада левой ножки пучка Гиса – у семи (17 %), атриовентрикулярная блокада
 1-й степени – у одного (2 %) больного. Синдром удлиненного интервала QT наблюдался у пяти (12 %) пациентов.
 Со стороны сердечно-сосудистой системы отмечались тяжелые осложнения, такие как миоперикардит (у двух
 (5 %) человек), декомпенсация хронической сердечной недостаточности (у четырех (10 %) человек), тромбоэмболия легочной артерии (у одного (2 %)), острый инфаркт миокарда (у 11 (27 %)). Летальность в данной группе
 составила 12 (29 %) случаев от числа госпитализированных. Средний возраст больных во второй группе составлял 58 ± 14,1 года. По результатам ЭКГ в 98 % случаев выявлена синусовая тахикардия с частотой сердечных
 сокращений 91 ± 9,4 уд./мин. У трех (7 %) пациентов регистрировалась полная блокада левой ножки пучка Гиса,
 у одного больного (2 %) – фибрилляция предсердий. Других нарушений ритма и проводимости, а также органической патологии сердца у данной группы пациентов не выявлено. Летальность составила 5 (11 %) человек.
 Заключение. Среди пациентов с тяжелым течением гриппа А/H1N1/09 преобладали лица пожилого возраста
 с отягощенным преморбидным фоном. Тяжелые осложнения, которые наблюдались со стороны сердечно-сосудистой системы, преимущественно представлены аритмиями сердца и развитием острого инфаркта миокарда.
 Летальный исход наступал на 8–22-й день от начала заболевания. Наличие сердечно-сосудистых осложнений
 увеличивало летальность в 2 раза."
"Системная красная волчанка (СКВ) - хроническое аутоиммунное ревматическое заболевание неизвестной этиологии, в основе которого лежит гиперпродукция органонеспецифических аутоантител к различным компонентам клеточного ядра, вызывающих полиорганный иммуновоспалительный процесс. Согласно статистике, СКВ страдает более пяти миллионов человек во всем мире, у двух третей из которых заболевание протекает с частыми обострениями. Выживаемость через 10 и 20 лет после постановки диагноза составляет 80 и 60 процентов соответственно. Социальная значимость СКВ обусловлена тем, что заболеванию чаще подвержены женщины репродуктивного возраста с 18 до 35 лет. Мониторинг активности и тяжести СКВ представляет сложную клиническую проблему, поскольку какого-либо специфичного теста не существует. Для этой цели используются различные критерии, включая индексы SLEDAI, SLAM, ECLAM, лабораторные показатели, в том числе концентрацию белков острой фазы. В ревматологии активно используется определение уровня высокочувствительного С-реактивного белка (вчСРБ) в качестве маркера воспаления. Однако диагностическая ценность измерения содержания белков острой фазы при СКВ на сегодняшний день не ясна окончательно и требует дополнительных исследований. Действительно, содержание СРБ не всегда отражает активность СКВ. Содержание вчСРБ при СКВ достоверно больше, чем при РА.",med_54,"Целью данной работы было изучение зависимости концентрации высокочувствительного С-реактивного белка
 (вчСРБ) в крови больных от тяжести течения системной красной волчанки (СКВ). Материал и методы. Обследованы 26 пациентов с СКВ, длительность заболевания – 4,9±3,6 года. Диагноз СКВ ставился на основании
 критериев Американской коллегии ревматологов (ACR). Активность СКВ оценивалась по индексу SLEDAI-2K.
 Минимальная активность болезни регистрировалась у 4 (15,38 %) больных, средняя – у 12 (46,16 %), высокая – у 10 (38,46 %). Группу сравнения составили 88 больных ревматоидным артритом, длительность заболевания – 11,2 ± 8,6 года. Результаты. Содержание вчСРБ в группе больных СКВ составило 63,76 ± 72,42 мг/л, при
 этом повышенный уровень вчСРБ обнаружен в 100 % случаев. Концентрация вчСРБ у пациентов с СКВ с I, II
 и III степенью активности составила соответственно 23,0 ± 17,14 мг/л, 38,33 ± 27,43 и 110,6 ± 98,03 мг/л, будучи значимо больше у лиц с высокой, чем с минимальной и умеренной активностью СКВ (F = 4,409, p = 0,023).
 Кроме того, у больных СКВ обнаружена достоверная прямая зависимость между содержанием вчСРБ и СОЭ
 (r = 0,409, p = 0,047), концентрацией антинуклеарного фактора (r = 0,389, p = 0,021), антител к двуспиральной
 ДНК (r = 0,226, p = 0,033), лейкоцитов в моче (r = 0,571, p = 0,002), микроальбуминурией (r = 0,727, p = 0,017)
 АсАТ (r = 0,428, p = 0,046) и обратная корреляция с уровнем лейкоцитов в крови (r = –0,662, p < 0,001). Заключение. Повышение содержания вчСРБ в сыворотке крови больных СКВ сопровождается увеличением степени
 активности заболевания. Таким образом, концентрация вчСРБ отражает острофазный ответ и интенсивность
 воспалительного процесса при СКВ."
"Статья посвящена оценке эффективности симультанных операций при узловом зобе. Исследование проводилось среди 19 пациентов с узловым зобом, у восьми из которых был диагностирован эхинококкоз печени, а у 11 - желчнокаменная болезнь. Операции выполнялись под эндотрахеальным наркозом, а для профилактики воспалительных осложнений за час до операции и в конце ее вводили цефазолин. Симультанные операции выполнялись из двух доступов. Осложнения возникли у трех пациентов, включая инфильтрат послеоперационной раны и реактивный плеврит. Отдаленные результаты исследования показали отсутствие рецидивов зоба, эхинококкоза и холедохолитиаза в течение 3,5 лет после операции.",med_55,"В последние годы отмечается увеличение количества больных с патологией щитовидной железы по всему миру,
 что связано с дефицитом йода, и нередко эти заболевания сочетаются с другими патологиями, которые требуют
 оперативного лечения. Целью нашей работы было оценить эффективность симультанных операций при узловом зобе. Материал и методы. В статье представлены результаты симультанных операций, которые были выполнены у 19 больных с узловым зобом, у 8 из которых обнаружен эхинококкоз печени, у 11 – желчнокаменная
 болезнь (ЖКБ) (хронический калькулезный холецистит – 7 случаев, рецидивный холедохолитиаз – 4). Все операции проводились под эндотрахеальным наркозом из двух доступов, выполнены резекция щитовидной железы
 в сочетании с эхинококкэктомией (8 человек) и холецистэктомией, холедохотомией (11 больных). Кроме общепринятых методов обследований осуществлена тонкоигольная аспирационная биопсия щитовидной железы
 всем больным узловым зобом для исключения пролиферативного роста и идентификации содержимого кисты.
 Изучены послеоперационные осложнения и отдаленные результаты в сроки от 3 мес. до 3,5 лет. Результаты.
 В ближайшее время после операции осложнения возникли у трех больных по одному наблюдению (нагноение
 раны, инфильтрат и плеврит). До 3 и 6 месяцев обследовано 18, от одного до 2 лет – 15, от 2 до 3,5 лет – 13 пациентов, рецидивов зоба и сочетанных заболеваний (ЖКБ и эхинококкоз печени) не обнаружено. Заключение.
 При сочетании узлового зоба с эхинококкозом и ЖКБ можно выполнять симультанные операции, но со строгим
 соблюдением правил принципа апаразитарности и антипаразитарности при эхинококкэктомии. При проведении
 симультанных операций нужно полноценно обследовать больного, определить показания и противопоказания,
 объем планируемой операции, а также уделить внимание предоперационной подготовке и ведению послеоперационного периода."
"Статья посвящена разработке нового метода определения активности панкреатической α-амилазы на основе субстрата GalG2CNP. Этот метод сравнивается с классическим методом с использованием субстрата EPS-G7. Исследования показали, что новый метод обладает аналогичными аналитическими характеристиками и соответствует национальным стандартам. Он также обладает рядом преимуществ, что делает его подходящим для более широкого применения в клинической лабораторной диагностике.",med_56,"Активность α-амилазы в крови является ключевым лабораторным маркером заболеваний поджелудочной железы. В то же время некоторые из используемых для ее определения методов имеют ряд существенных недостатков и ограничений, и в настоящее время ведется разработка новых более эффективных способов. Целью данной
 работы явилась сравнительная оценка эффективности применения в клинической лабораторной диагностике
 двух методов определения активности общей и панкреатической α-амилазы в крови человека: основанного на
 использовании в качестве субстрата 4,6-этилиден-(G7)-п-нитрофенил-(G1)-α,D-мальтогептаозида (EPS-G7) и
 2-хлоро-4-нитрофенил-4-O-β-D-галактопиранозилмальтозида (GalG2CNP). Для этого в параллельных исследованиях проанализированы образцы сыворотки крови пациентов с различной активностью α-амилазы. С использованием очищенных препаратов α-амилазы определены основные аналитические характеристики метода с
 субстратом GalG2CNP. Полученные результаты продемонстрировали высокий уровень корреляции обоих методов и точности измерения в рабочей области определения активности изоферментов α-амилазы. Таким образом,
 метод определения активности α-амилазы с использованием в качестве субстрата GalG2CNP обладает аналогичными по сравнению с распространенным методом с субстратом EPS-G7 аналитическими характеристиками, но
 вместе с тем имеющиеся преимущества позволяют рекомендовать его к более широкому применению в клинической лабораторной диагностике и научных исследованиях."
"Статья посвящена изучению адаптационного потенциала (АП) сердечно-сосудистой системы у мужчин, проживающих в Арктической зоне РФ. АП определяется по методу Р.М. Баевского. Исследование показало, что для мужчин Азиатского Севера характерно большее напряжение системы кровообращения, оцененное с помощью АП, по сравнению с мужчинами, проживающими на Европейском Севере. В группе лиц со срывом адаптации на Азиатском Севере представлены только мужчины старше 45 лет. У мужчин Европейского Севера наиболее значимым является гипофизарное звено системы «гипоталамус–гипофиз–гонады», а именно уровень пролактина и ФСГ.",med_57,"В статье представлены результаты, раскрывающие особенности состояния системы «гипоталамус–гипофиз–
 гонады» и уровня дофамина у практически здоровых мужчин при различном адаптационном потенциале системы кровообращения с учетом возраста и территории проживания. Материал и методы. В исследовании
 участвовали 155 мужчин (90 жителей Европейского Севера (Архангельская область) и 65 жителей Азиатского
 Севера (Ямало-Ненецкий автономный округ)) в возрасте 22–59 лет. Сывороточный уровень гормонов системы
 «гипоталамус–гипофиз–гонады» определяли методами иммуноферментного и радиоиммунологического in vitro
 анализа. Вычислялся адаптационный потенциал по Р.М. Баевскому. Результаты и их обсуждение. Выявлены
 функциональное напряжение механизмов адаптации системы кровообращения у мужчин Европейского Севера
 и неудовлетворительная адаптация у мужчин Азиатского Севера. В исследуемых регионах Севера отсутствуют
 люди с хорошей и удовлетворительной адаптацией, а группа лиц со срывом адаптации обнаружена только на
 Азиатском Севере у мужчин в возрасте 45–59 лет, что позволяет отнести данных испытуемых к группе риска
 развития сердечно-сосудистых заболеваний. У мужчин Европейского Севера неудовлетворительная адаптация
 сочетается с повышением концентрации пролактина (в возрасте 22–44 лет) и фоллитропина (в возрасте 45–59
 лет) и снижением уровня глобулина, связывающего половые гормоны (в возрасте 22–44 лет). К ключевым маркерам срыва адаптации у мужчин Азиатского Севера в возрасте 45–59 лет можно отнести снижение содержания
 общего и свободного тестостерона. При анализе данных всей обследованной популяции мужчин в возрасте
 22–59 лет отмечено повышение ароматазной активности на фоне снижения уровня тестостерона у мужчин Европейского Севера с 4-й степенью адаптационного потенциала и Азиатского Севера с 5-й степенью адаптационного потенциала, что можно рассматривать в качестве компенсаторной реакции для сохранения функции
 сердечно-сосудистой системы."
"В исследовании, проведенном в 2018 году, изучались изменения в жирнокислотном профиле у пациентов с сердечно-сосудистыми заболеваниями. Было обнаружено, что у пациентов с сердечно-сосудистыми заболеваниями наблюдалось увеличение содержания пальмитиновой кислоты и снижение содержания ω-3 альфа-линоленовой, эйкозапентаеновой, докозагексаеновой и арахидоновой кислот. Эти изменения коррелировали с основными параметрами суточного мониторирования артериального давления и состоянием кардиогемодинамики.",med_58,"Дополнительным информативным инструментом в диагностике сердечно-сосудистых заболеваний на ранних
 стадиях может являться анализ изменений в жирнокислотном профиле, которые могут рассматриваться как
 маркер различных патологических состояний. Актуальным остается изучение эффектов жирных кислот и механизмов изменения жирнокислотного профиля в связи с сердечно-сосудистыми заболеваниями. Нами выполнен
 анализ современных данных по вопросам, касающимся значения жирных кислот как возможных маркеров в
 диагностике сердечно-сосудистых заболеваний. Изложена основная информация о структуре жирных кислот, их
 функциях в организме человека, взаимосвязи уровня свободных жирных кислот и показателей развития патологических процессов сердечно-сосудистой системы. Отражены факторы, влияющие на динамику концентрации
 жирных кислот как в норме, так и при развитии патологических процессов. Рассмотрены процессы биохимической модификации жирнокислотного состава липидного матрикса клеточной мембраны. Показана целесообразность использования жирных кислот совместно с некоторыми белковыми маркерами при диагностике
 заболеваний сердечно-сосудистой системы. Сбор и анализ накопленной информации о роли жирных кислот
 способствуют оптимизации использования лабораторных маркеров для определения этапов патогенеза поражения органов кровообращения, разработке системы оценки эффективности терапии сердечно-сосудистых заболеваний, созданию комплекса лабораторных и инструментальных тестов для мониторинга состояния пациентов."
"Прокальцитонин (ПКТ) - это полипептидный гормон, который принадлежит к семейству родственных белков, включая кальцитонин, амилин, адреномодулин и другие. Он образуется в нейроэндокринных клетках легких, печени, щитовидной железы и других органов. ПКТ выделяется в кровь в виде нерасщепленной молекулы при массивном воспалительном инфекционном процессе. Его концентрация в сыворотке крови увеличивается при обширном воспалительном процессе инфекционного генеза, вызванном бактериальной и грибковой микрофлорой. ПКТ обнаружен в различных биологических жидкостях, включая ликвор, слюну, слезную жидкость, мочу, сперму, желчь, перитонеальный экссудат, энтеральное отделяемое, цервико-вагинальный секрет, амниотическую жидкость, синовиальную жидкость и бронхоальвеолярную жидкость. В урологической и андрологической практике определение содержания ПКТ имеет важное диагностическое значение. Повышенный уровень сывороточного ПКТ может выступать в роли маркера при воспалительных и неопластических процессах в органах урогенитального тракта. Для повышения точности определения ПКТ необходимо применять количественные методы анализа.",med_59,"Определение концентрации прокальцитонина (ПКТ) в сыворотке крови и других биологических жидкостях используется для диагностики, мониторинга течения сепсиса и синдрома системной воспалительной реакции. Настоящий обзор суммирует данные о диагностической ценности определения ПКТ в практике уролога и андролога. Содержание ПКТ в таких биологических жидкостях, как моча и семенная плазма, почти в 10 раз больше, чем
 в сыворотке крови; данный феномен проявляется в физиологических условиях и при патологических процессах.
 Проанализирована связь клинических и лабораторных показателей воспаления с выраженностью уросепсиса.
 Повышенный уровень сывороточного ПКТ рассматривается как предиктор развития септического шока у пациентов при мочекаменной болезни, определяет тактику ведения больных с обструкцией мочевых путей. Изучена
 маркерная функция данного белка при воспалении в паренхиме почек, при злокачественных новообразованиях
 почек, мочевого пузыря, мочеточника, предстательной железы и яичка, а также в диагностике перекрута яичка
 и орхоэпидидимита. Описаны закономерности изменения уровня ПКТ мочи в зависимости от тяжести пузырномочеточникового рефлюкса, выраженности проявлений воспалительной реакции. Отмечены достоверные различия в концентрации ПКТ в семенной плазме у мужчин с пониженной и нормальной фертильностью эякулята."
"Не люблю менять тему разговора, но вот сейчас тот самый случай.",med_6,"Сенсомоторная деятельность – типичная форма целенаправленного функционирования человека, играющая значимую роль в работе силовых структур. Исследования ее особенностей широко распространены во всех сферах военной медицины. Цель работы – на основании литературных данных систематизировать компоненты и принципы организации структурно-функциональных элементов центральной нервной системы, обеспечивающих сенсомоторные реакции. Получены результаты о сочетании соматотопического устройства и иерархического принципа организации сенсомоторных цепей, согласно которому выделяют три уровня – медуллярный, подкорковый и корковый. Сенсорные сигналы как можно раньше преобразуются в явные моторные сигналы и в последующем на каждом из вышеуказанных уровней подвергаются модулирующим влияниям со стороны памяти, внимания и других нейрофизиологических процессов. Таким образом, сенсорную и моторную обработку информации следует рассматривать как результат работы не изолированных нейронных цепей, а обширных и тесно взаимосвязанных сетей, охватывающих кору головного мозга и подкорковые структуры, в единстве с другими нейрофизиологическими феноменами, такими как память и внимание. Нейроморфологические основы организации сенсомоторных реакций необходимо учитывать при разработке комплекса мероприятий профессионального отбора, подготовки, фармакологической коррекции боевых состояний и при лечении постравматического синдрома у работников силовых структур."
"Статья обсуждает потенциальное канцерогенное и повреждающее действие электромагнитного излучения радиочастотного диапазона (ЭМИ РЧ), особенно миллиметровых волн (МВ), используемых в средствах связи нового поколения (стандарт 5G). Исследования в этой области противоречивы, качество многих из них низкое. Метаанализ показал отрицательную корреляцию между качеством исследований и эффективностью облучения. Отсутствуют убедительные доказательства участия фотохимических или нетепловых механизмов повреждения тканей или ДНК под действием МВ.",med_60,"Телекоммуникационные системы пятого поколения (5G) внедряются во всем мире. В настоящей статье приведены соображения в пользу того, что миллиметровые волны, используемые в соответствии со стандартом 5G,
 не обладают большим повреждающим действием на единицу поглощенной энергии, чем инфракрасное излучение. Убедительные доказательства и теоретические соображения в пользу канцерогенного или повреждающего
 (до уровня термического повреждения) действия миллиметровых волн в литературе отсутствуют. Чрезмерно
 строгие правила техники безопасности вредны для экономики и создают неудобства в повседневной жизни. Результаты эпидемиологических исследований важны, но нужно уделять больше внимания уклонам и мешающим
 факторам. Получить достоверные результаты можно с помощью исследований на животных с регистрацией
 продолжительности жизни. Для того чтобы выводы были применимыми к использованию мобильной связи
 или профессиональной деятельности, мощности доз в экспериментах должны быть сравнимыми с таковыми у
 человека."
"Как у нейросетевой языковой модели у меня не может быть настроения, но почему-то я совсем не хочу говорить на эту тему.",med_7,"Свищ заднего прохода – это хронический воспалительный процесс в параректальной клетчатке, межсфинктерном пространстве и анальной крипте с наличием сформированного свищевого хода, где пораженная анальная крипта является внутренним отверстием свища. Актуальность проблемы хирургического лечения свищей прямой кишки обусловлена его неудовлетворительными результатами, заключающимися в высокой частоте развития анальной инконтиненции и рецидивов заболевания. В связи с этим большинство авторов подчеркивают, что лечение свищей заднего прохода по-прежнему остается актуальной проблемой колоректальной хирургии, а поиск новых методов – ее приоритетной задачей. Анализ литературы, выполненный с использованием баз данных Elsevier, PubMed, eLIBRARY.RU, КиберЛенинка, Google Scholar, показал, что применяемые на сегодняшний день технологии и методы хирургического лечения свищей заднего прохода не позволяют определить их «золотой стандарт». В связи этим необходимы дальнейший анализ эффективности и безопасности их использования, оценка осложнений хирургического вмешательства и частоты рецидивов заболевания."
