filename,output,pred,scores_1,score_2,score_3
med_29,"Цель исследования – изучить влияние оригинального пористого серебросодержащего сорбента на морфофункциональные параметры эритроцитов при гемоперфузии in vitro. Материал и методы. Через стеклянные колонки, заполненные сорбентом на основе пористого оксида алюминия, полидиметилсилоксана и нанокластерного
 серебра и сорбентом без серебра, перфузировали донорскую кровь. Методом сканирующей проточной цитометрии определяли влияние серебросодержащего сорбента на изменение морфофункциональных параметров
 эритроцитов после перфузии через сорбенты. Результаты и их обсуждение. Ввиду равномерности распределения серебра (0,1 %) по гранулам сорбента параметры пористой структуры – величина удельной поверхности и
 объем пор – практически не изменяются по сравнению с сорбентом без серебра. Морфологические показатели
 эритроцитов в исходной донорской крови и после гемоперфузии находятся в пределах нормы. Функциональные
 параметры также находятся в норме, хотя введение в состав сорбента серебра несколько увеличивает количество
 активных белков полосы 3 (B3) на мембранах эритроцитов, как по сравнению с исходной донорской кровью,
 так и по сравнению с сорбентом без серебра. Также возрастает предельная растяжимость мембраны эритроцитов по сравнению с исходной кровью (в 2,2 раза) и сорбентом без серебра (в 1,4 раза). Заключение. Сорбент,
 модифицированный серебром, и сорбент без серебра не оказывают повреждающего токсического воздействия
 на морфофункциональные параметры эритроцитов в условиях перфузии. Механизмы действия, влияющие на
 показатели предельной растяжимости мембраны эритроцитов после перфузии крови через серебросодержащий
 сорбент, требуют дальнейших исследований. ","Статья посвящена исследованию влияния оригинального сорбента с серебром Al2O3@ПДМС/Ag на морфофункциональные параметры эритроцитов при гемоперфузии in vitro. Исследования проводились на сорбентах на основе пористого оксида алюминия и полидиметилсилоксана с иммобилизованным нанокластерным серебром. Сорбенты получали при температуре 150 °С в атмосфере воздуха. Морфофункциональные параметры эритроцитов оценивались методом сканирующей проточной цитометрии. Результаты показали, что оба исследованных сорбента не оказывают травмирующего воздействия на морфофункциональные показатели эритроцитов донорской крови в условиях перфузии. Введение серебра в состав сорбента увеличивает количество активных белков полосы 3 на мембранах эритроцитов и предельную растяжимость мембраны эритроцитов.",5,5,5
med_3,"В настоящее время в России и в мире наблюдается увеличение среди населения доли лиц с избыточной массой тела и ожирением, связанным с преобладанием в компонентном составе тела доли жировой массы, что способствует росту числа социально значимых заболеваний. Исходя из этого, повышенное внимание уделяется всестороннему изучению особенностей функционирования всех видов жировой ткани человека, что необходимо для дальнейшего использования этих знаний в борьбе с ожирением. В данной статье приведен обзор данных литературы о строении и свойствах гена PRDM16, особенностях его функционирования в бурой, белой и бежевой жировой ткани. Рассмотрено влияние гена PRDM16 на активацию бурого адипогенеза и формирование бежевых адипоцитов в белой жировой ткани, которые способствуют повышению теплопродукции клеток при помощи несократительного термогенеза и улучшению метаболических параметров организма. Проанализированы сведения о роли белка PRDM16 в лечении ожирения, сахарного диабета 2 типа и других ассоциированных с ним заболеваниях человека. Представлены результаты о способах эффективной активации бурых и бежевых адипоцитов и использовании данных способов в лечении ожирения.","Введение
 
 Избыточная масса тела и ожирение являются актуальной проблемой человечества. Жировая ткань участвует в регуляции процессов метаболизма в организме и играет важную роль в поддержании гомеостаза липидов и глюкозы. Следствием нарушения функции адипоцитов, их гипертрофии или гиперплазии является ожирение, которое способствует развитию инсулинорезистентности, артериальной гипертензии и болезней сердечно-сосудистой системы. Бурые и бежевые (термогенные) адипоциты характеризуются усиленной теплопродукцией в процессе несократительного термогенеза и участвуют в регуляции обмена углеводов и липидов в организме. Ген PRDM16 (positive regulatory domain I-binding factor 16) представляет собой важнейший регулятор дифференцировки термогенных адипоцитов, способен подавлять экспрессию генов в белых адипоцитах, фибробластах и гладких миоцитах. При взаимодействии гена PRDM16 с PPARγ (peroxisome proliferators-activated receptor γ) и рядом других адипогенных факторов транскрипции происходит трансформация бурых преадипоцитов в зрелые бурые адипоциты с активной экспрессией в них белков UCP1 (uncoupling protein 1), PGC-1α (peroxisome proliferator-activated receptor gamma coactivator 1-alpha, PPARGC1A), PRDM16, CIDEA (cell death-inducing DFFA-like effector А).
 
 Цель работы - проанализировать имеющиеся в литературе сведения о роли гена и белка PRDM16 в адипогенезе жировой ткани и лечении ожирения.
 
 Материал и методы
 
 Поиск источников литературы за 2011-2021 гг. был осуществлен с использованием полнотекстовых и реферативных баз данных NCBI (National Center for Biotechnology Information), PubMed, ResearchGate, eLIBRARY.ru, CyberLeninka с применением ключевых слов: ""obesity"", ""treatment of obesity"", ""brown and beige adipose tissue"", ""adipogenesis"", ""thermogenesis"", ""PRDM16 and human diseases"", ""PRDM16"", ""positive regulatory domain I-binding factor 16"" и их синонимов: ""MDS1/EVI1-like gene 1"", ""PR domain 16"", ""PR domain containing 16"", ""PR domain zinc finger protein 16"", ""transcription factor MEL1"", а также ""жировая ткань"", ""лечение ожирения"", ""факторы регуляции адипогенеза"". Дополнительным условием отбора первоисточников также являлось исключение диссертаций, авторефератов диссертаций, материалов конференций, съездов, конгрессов и форумов.
 
 В результате проведенного поиска найдено и проанализировано более 110 статей по данной тематике.
 
 Белок PRDM16 и молекулярно-клеточные механизмы адипогенеза
 
 У человека ген PRDM16 локализован в первой хромосоме, он кодирует белок с молекулярной массой 140 кДа и имеет домен типа ""цинковый палец"". Белок PRDM16 является фактором транскрипции. Он способен образовывать комплексы с различными модуляторами хроматина, кофакторами транскрипции и регулирует тканеспецифичную экспрессию генов в клетках, осуществляя их активацию или блокировку. Регуляторы транскрипции PRDM16 и C/EBPβ осуществляют процесс преобразования мезенхимальных стволовых клеток в бурые адипоциты или миоциты, обеспечивая регуляцию дифференцировки клеток в направлении мышечной ткани и бурой жировой ткани.
 
 Белые и бурые адипоциты происходят из разных клеток-предшественников: белые и бежевые - из клеток латеральной мезодермы Myf5-, бурые - из клеток Myf5+, которые также являются предшественниками мышечных тканей, а белок PRDM16 контролирует дифференцировку этих клеток в бурые адипоциты.
 
 Предшественники Myf5+ для",4,4,4
med_33,"Эзофагогастродуоденоскопия (ЭГДС) является главным способом диагностики кровотечений из верхних отделов ЖКТ. Диагностическая точность исследования зависит от подготовки. Цель исследования – оценить подготовку верхних отделов пищеварительного тракта при эзофагогастродуоденальных кровотечениях. Материал
 и методы. Проведен ретроспективный анализ 2570 историй болезни. В основной группе (1299 пациентов) выполнялось промывание желудка через назогастральный зонд, в контрольной группе (1271 пациент) подготовка к
 первичной ЭГДС не проводилась. Выполнено сравнение количества выполненных ЭГДС и выявление источника
 кровотечения в контрольной и основной группах, а также периода исследования до момента определения источника кровотечения. Результаты. Проведение ЭГДС без подготовки верхних отделов ЖКТ при кровотечениях
 и установление диагноза возможно у 85,6 % пациентов. Подготовка верхних отделов ЖКТ к проведению ЭГДС
 удлиняет период исследования на 30–60 минут, но позволяет установить диагноз в 93,7 % случаев, что на 8,1 %
 больше, чем без подготовки.","Статья посвящена проблеме диагностики и лечения острых кровотечений из верхних отделов желудочно-кишечного тракта. Авторы отмечают, что эзофагогастродуоденоскопия (ЭГДС) является основным методом диагностики и лечения таких кровотечений. Однако поиск источника кровотечения затруднен большим количеством содержимого и крови в просвете верхних отделов ЖКТ. Исследование показывает, что подготовка верхних отделов пищеварительного тракта перед ЭГДС может улучшить визуализацию источника кровотечения.",3,3,4
med_36,"Одной из проблем при проведении исследований, посвященных изучению соединительной ткани, является
 одновременное выявление эластических и коллагеновых волокон на одном препарате для определения их пространственных взаимоотношений и относительной удельной плотности. Цель исследования – оценить возможность дифференцированного окрашивания эластических и коллагеновых волокон растворами резорцин-фуксина
 и прочного зеленого FCF на одном препарате и сравнить информативность предлагаемого способа с информативностью классических способов окраски соединительной ткани, выполненных по стандартным протоколам.
 Материал и методы. Материалом служили препараты сердца людей, умерших от причин, не связанных с болезнями сердца. Для изготовления гистологических препаратов брали участок передней межжелудочковой артерии с подлежащим миокардом. После формалиновой фиксации материала, стандартной проводки и заливки в
 парафин изготавливали гистологические срезы. Препараты депарафинизировали, погружали в резорцин-фуксин
 на 15 минут, затем окрашивали железным гематоксилином Вейгерта 2 минуты, далее наносили на поверхность
 среза на 2 минуты 0,1%-й раствор прочного зеленого FCF, смешанный с насыщенным раствором пикриновой
 кислоты в соотношении 1:10 непосредственно перед окраской, препараты дегидратировали, просветляли и заключали в синтетическую монтирующую среду. Результаты. На полученных препаратах эластические волокна
 были окрашены в темно-синий цвет, а коллагеновые волокна – в оттенки зеленого, что позволяло дифференцировать их на основании различий окраски. Заключение. Разработан и апробирован способ окраски, который
 обеспечивает возможность одновременного выявления на одном препарате эластических и коллагеновых волокон при последовательном окрашивании растворами резорцин-фуксина и прочного зеленого FCF.","Статья посвящена изучению структурных преобразований соединительнотканных элементов стенок сосудов сердца и паравазальной соединительной ткани. Авторы рассматривают различные методы окрашивания эластических и коллагеновых волокон, включая способы окраски по Вейгерту-ван Гизону, по Маллори и по Массону с анилиновым синим. Они также описывают новый метод окрашивания с использованием резорцин-фуксина и прочного зеленого FCF. Целью исследования было оценить информативность этого нового метода и сравнить ее с классическими способами окрашивания.",4,4,4
med_37,"Исследование посвящено изучению влияния экстракта Астрагала вздутого (Astragalus physodes) на поведенческие реакции лабораторных животных в условиях «социального» стресса. Материал и методы. Работу проводили на белых беспородных крысах-самцах 6–8-месячного возраста. Все животные были разделены на группы
 (n = 10): 1 – интактные крысы, которые находились по одной особи в клетке (контрольная группа); 2 – животные,
 подвергавшиеся воздействию «социального» стресса (жертвы / агрессоры); 3 – особи, подвергавшиеся воздействию «социального» стресса и получавшие внутрижелудочно экстракт Астрагала вздутого в дозе 50 мг/кг/сут
 на протяжении 14 дней, начиная с 21 дня эксперимента (жертвы/агрессоры). «Социальный» стресс моделировали путем формирования агрессивного (агрессоры) и субмиссивного (жертвы) типов поведения в условиях
 парного сенсорного контакта. При изучении поведенческих реакций крыс применяли психофармакологические
 тесты в стандартной модификации: «Приподнятый крестообразный лабиринт» и «Подвешивание за хвост». Результаты и их обсуждение. В условиях «социального» стресса в тестах «Приподнятый крестообразный лабиринт» и «Подвешивание за хвост» у агрессоров и жертв происходит увеличение уровня тревожно-депрессивного состояния, что проявляется снижением количества стоек, времени нахождения на открытых рукавах
 лабиринта. Результаты исследования свидетельствуют о способности экстракта травы Астрагала вздутого в условиях «социального» стресса нивелировать состояние тревожности, что проявляется увеличением двигательной и ориентировочно-исследовательской активности лабораторных животных. Заключение. Экстракт травы
 Астрагала вздутого (Astragalus physodes) устраняет формирующуюся под влиянием стрессогенного воздействия
 повышенную тревожность, проявляя тем самым психомодулирующие свойства, что актуализирует проведение
 дальнейших углубленных фармакологических исследований данного экстракта с целью возможного создания на
 его основе лекарственных препаратов.","Статья посвящена изучению влияния экстракта травы Астрагала вздутого на поведенческие реакции лабораторных животных в условиях ""социального"" стресса. Исследование проводилось на белых беспородных крысах-самцах 6-8 месяцев. Животные были разделены на три группы: интактные крысы, подвергавшиеся воздействию ""социального"" стресса (жертвы/агрессоры), и особи, подвергавшиеся воздействию ""социального"" стресса и получавшие внутрижелудочно экстракт Астрагала вздутого в дозе 50 мг/кг на протяжении 14 дней. Результаты показали, что экстракт травы Астрагала вздутого устраняет формирующуюся под влиянием стрессогенного воздействия повышенную тревожность, проявляя тем самым психомодулирующие свойства.",5,5,5
med_38,"Цель исследования – оценка гепатотоксических свойств новых производных пиримидина 3-[2-(1-нафтил)-2-
 оксоэтил]-6-бромхиназолин-4(3Н)-он (VMA–13–06), 3-(2-трет-бутил-2-оксоэтил)хиназолин-4(3Н)-он (VMA–
 13–11) и 3-(2-изопропилокси-2-оксоэтил)хиназолин-4(3Н)-он (VMA–13–12). Материал и методы. Исследование проводили на крысах-самцах, которые были разделены на четыре группы: контроль, получавший
 внутрижелудочно дистиллированную воду, и опытные группы животных, получавших внутрижелудочно суспендированные в дистиллированной воде соединения VMA–13–06, VMA–13–11 и VMA–13–12 в дозах 1/10
 от молекулярной массы (39, 24 и 24 мг/кг соответственно) в течение 60 дней. С целью оценки возможного токсического повреждения печени определяли биохимические показатели крови: активность АлАТ, АсАТ, гаммаглутамилтрансферазы (ГГТ), щелочной фосфатазы (ЩФ), содержание общего белка, альбумина, общего и свободного билирубина. Результаты. Статистически значимых изменений концентрации общего белка, альбумина,
 общего и свободного билирубина при введении VMA–13–06 и VMA–13–11 в сравнении с контрольной группой
 не было зарегистрировано. Соединение VMA–13–12 способствовало повышению уровня общего и свободного
 билирубина на 43 % (p < 0,01) и 90 % (p < 0,01), при этом увеличение концентрации общего белка и альбумина
 не имело статистической значимости. Анализ энзимных показателей также свидетельствует об отсутствии поражения гепатоцитов при введении VMA–13–06 и VMA–13–11: активность АлАТ, АсАТ, ГГТ и ЩФ практически
 не изменялась. Введение VMA–13–12 привело к увеличению активности ферментов в сравнении с контрольными значениями: АлАТ – на 59 % (p < 0,01), АсАТ – на 28 % (p < 0,05), ГГТ – на 46 % (p < 0,01), ЩФ – на 31 %
 (p < 0,05). Заключение. Установлено отсутствие у пиримидиновых производных 3-[2-(1-нафтил)-2-оксоэтил]-6-
 бромхиназолин-4(3Н)-он и 3-(2-трет-бутил-2-оксоэтил)хиназолин-4(3Н)-он гепатотоксических свойств. Соединение 3-(2-изопропилокси-2-оксоэтил)хиназолин-4(3Н)-он обладает гепатотоксичностью, способствуя снижению белоксинтезирующей и детоксицирующей функции печени.","Статья посвящена исследованию гепатотоксических свойств новых производных пиримидина. Исследование проводилось на крысах-самцах 10-месячного возраста. Животные были разделены на четыре группы: контроль и три опытные группы, получавшие внутрижелудочно различные пиримидиновые соединения в дозах 1/10 от молекулярной массы. Результаты показали отсутствие гепатотоксических свойств у соединений 3-[2-(1-нафтил)-2-оксоэтил]-6-бромхиназолин-4(3Н)-он и 3-(2-трет-бутил-2-оксоэтил)хиназолин-4(3Н)-он. Однако соединение 3-(2-изопропилокси-2-оксоэтил)хиназолин-4(3Н)-он вызывало гепатотоксическое действие, сопровождающееся снижением белоксинтезирующей и детоксицирующей функции печени.",5,5,5
med_40,"Вопросы о сроках стабилизации длиннотных параметров тела, а также об изменчивости композиционного состава тела в юношеском возрасте сохраняют свою актуальность и научную новизну. Результаты данных исследований необходимы для систематического анализа секулярного тренда физического развития молодого поколения. Материал и методы. Применяли лонгитудинальное исследование физического развития (длина, масса
 тела, мышечный и жировой компонент) юношей и девушек 18 и 19 лет, обучающихся на 1–2 курсах вуза и
 проживающих в общежитии. Результаты и их обсуждение. У юношей и девушек 18–19 лет за 1 год длина тела
 увеличивается в среднем на 1,5 и 0,9 см соответственно, масса тела – на 1,3 и 1,2 кг соответственно. У 22,6 %
 юношей и 54,8 % девушек длина тела не изменяется. Годовые изменения жирового компонента не значимы, тогда как мышечный компонент достоверно прирастает на 3 % у юношей и на 0,8 % у девушек. Лимитирующими
 реализацию генотипического (длина тела) и фенотипического (мышечный компонент) признаков факторами у
 студентов первого курса, проживающих в общежитии, могут являться дефицит ночного сна, гиподинамия и неполноценное питание. Заключение. Годовая изменчивость показателей физического развития студентов 18–19
 лет указывает на продолжающиеся процессы роста и развития, которые более выражены у юношей, у девушек
 отмечается тенденция к стабилизации длины тела. Вариативность параметров физического развития в юношеском возрасте обусловлена половыми различиями, генетическими и эпигенетическими факторами. Знания о
 сенситивности организма студентов первого курса, осваивающих требования для обучения в вузе и самостоятельного проживания в общежитии, необходимы для организации работы по педагогическому сопровождению
 в период адаптации первокурсников.","Статья посвящена изучению изменений длины, массы и композиционных параметров тела у студентов 18-19 лет, проживающих в общежитии. Исследование проводилось в Республике Алтай в 2020-2021 годах. Были сформированы выборки студентов, определены критерии включения и исключения. В ходе исследования были измерены длина, масса тела, жировой и мышечный компоненты. Анализ данных показал, что длина тела увеличивается у большей части юношей и девушек, масса тела увеличивается в среднем на 1,3 и 1,2 кг соответственно. Мышечный компонент увеличивается у большинства студентов. Изменения массы тела не зависели от национальности студентов.",4,4,4
med_41,"Целью настоящего обзора является анализ данных научной медицинской мировой литературы, посвященной
 изучению нарушений метаболизма и риска заболевания COVID-19. Известно, что метаболический синдром
 является независимым фактором риска тяжелого течения новой коронавирусной инфекции. В обзоре обобщены
 данные о механизмах метаболической дисфункции при COVID-19, проанализированы результаты исследований, в которых изучены вопросы ассоциаций между течением заболевания и различными метаболическими
 нарушениями, такими как гипергликемия и сахарный диабет, дислипидемия, ожирение, неалкогольная жировая
 болезнь печени, степенью их выраженности, рассмотрены потенциальные мишени терапии, предикторы развития тяжелого течения новой коронавирусной инфекции. Данные метаболические нарушения усиливают
 иммунный дисбаланс и делают пациентов более подверженными развитию инфекционных заболеваний, в
 частности к инфицированию SARS-CoV-2. Принимая во внимание вышесказанное, становится очевидным необходимость выявления и мониторинга пациентов с ранее существовавшими метаболическими заболеваниями, а
 также развития их во время и после COVID-19. Использованы сведения на основе баз данных PubMed, PubMed
 Central, Scopus, Google Scholar, Medscape, UpYoDate, eLIBRARY.RU.","Статья описывает связь между новой коронавирусной инфекцией (COVID-19) и метаболическими нарушениями, такими как ожирение, гипергликемия, сахарный диабет (СД), дислипидемия, неалкогольная жировая болезнь печени (НАЖБП). Ожирение и метаболические нарушения связаны с тяжелым течением COVID-19, включая госпитализацию в стационар, отделение интенсивной терапии, использование интубации, искусственной вентиляции легких или смертельный исход. Ожирение также связано с повышенным риском госпитализации в отделение интенсивной терапии. Патогенез инфицирования SARS-CoV-2 включает проникновение вируса через клетки-мишени, которые имеют рецепторы ангиотензинпревращающего фермента II типа (АПФ2). НАЖБП часто сопровождается наличием ключевых компонентов метаболического синдрома. Метаанализ шести исследований показал, что распространенность дислипидемии среди госпитализированных пациентов с COVID-19 составила 20,5% случаев.",4,4,4
med_42,"В настоящее время интенсивно развивающимся подходом к специфической диагностике сердечно-сосудистых
 заболеваний является метаболомный анализ, который позволяет исследовать полные метаболомные профили
 и их отклонения, возникающие в результате изменения, например, экспрессии генов и РНК, активности белка
 или факторов окружающей среды. Анализ метаболомного профиля крови помогает в решении большого
 количества научных и клинических задач, одной из которых является поиск маркеров заболеваний, в частности
 сердечно-сосудистых. Цель исследования – на основе литературных данных изучить метаболомные маркеры,
 использующиеся для диагностики сердечно-сосудистых заболеваний (ССЗ). Материал и методы. Проведен
 анализ литературных данных по поисковым словам «сердечно-сосудистые заболевания», «метаболомика»,
 «метаболомный профиль», «метаболомные маркеры» в компьютерных базах данных PubMed, Scopus, Web
 of Science, СyberLeninka, PatentDB, Science Direct Open Access, eLibrary. Результаты. Анализ литературных
 данных и патентного поиска подтверждает высокую значимость метаболомных маркеров в диагностике ССЗ.
 В патентной литературе наиболее часто встречается использование BNP/NT-proBNP в качестве метаболомного
 маркера ССЗ (11,27 %), также часто используют С-реактивный белок (8,99 %) и тропонины (8,49 %). Наименьший
 интерес у изобретателей, как следует из анализа патентных документов приведенной выборки, вызывают PICP
 (0,02 %), sVCAM-1 (0,09 %), стимулирующий фактор роста ST-2 (0,12 %) и тромбомодулин (0,12 %) в качестве
 метаболомных маркеров ССЗ. Заключение. На фоне аналитических методов метаболомика является наиболее
 важным диагностическим направлением. При этом следует отметить, что, комбинируя результаты анализа
 метаболических исследований с другими, например геномными и протеомными, можно получить полную
 картину патогенеза заболеваний, оценить риск развития осложнений, а также определить результативность
 проводимого лечения. 
",Маркеры сердечно-сосудистых заболеваний,4,4,5
med_43,"Исследования качества жизни (КЖ) в практике здравоохранения имеют большое значение в различных областях
 медицины. Оценка КЖ проводится не только для анализа статистических данных, но и с целью усовершенствования и оптимизации деятельности медицинской организации, разработки и стандартизации протоколов
 лечения, изучения эффективности методов лечения по параметрам КЖ, экспертизы новых методов лечения,
 выявления групп риска по заболеваниям и внедрения профилактических мероприятий. Представлен обзор литературы основных современных методов исследования КЖ пациентов. Рассмотрены особенности применения
 методик оценки КЖ пациентов в зависимости от заболеваний и их роль в изучении эффективности лечения. Освещены вопросы изучения КЖ пациенток в гинекологической практике. Представлены исследования по оценке КЖ пациенток с различными гинекологическими патологиями: миомой матки, пролапсом тазовых органов,
 эндометриозом, климактерическим синдромом. Несмотря на высокую распространенность гинекологических
 заболеваний среди населения, в настоящее время существует ограниченное количество разработанных специальных опросников по гинекологическим нозологиям. Анализ литературы показал, что оценка КЖ пациенток в
 гинекологии выполнялась в основном после хирургического лечения. У пациенток амбулаторно-поликлинического звена оценка КЖ проведена только в отдельных работах.","Статья посвящена оценке качества жизни (КЖ), связанного со здоровьем. КЖ является интегральным показателем, включающим в себя физическое и психическое благополучие, социальное функционирование. В статье описывается роль оценки КЖ в медицине, а также приводятся примеры опросников для оценки КЖ.",3,3,2
med_46,"В работе показана способность аполипопротеина А-I влиять на активность лизосомальных гликозидаз в печени мышей на модели БЦЖ-индуцированного туберкулезного воспаления. Цель исследования – изучить активность лизосомальных гликозидаз в печени мышей на модели БЦЖ-индуцированного туберкулезного воспаления после внутривенного введения аполипопротеина А-I. Материал и методы. Исследования выполнены на
 мышах-самцах СВА массой 20–22 г. Диссеминированное туберкулезное воспаление моделировали путем однократного внутрибрюшинного введения 0,5 мг вакцины БЦЖ. Активность лизосомальных гликозидаз оценивали
 спектрофлуориметрически по содержанию продуктов гидролиза соответствующих флуорогенных субстратов.
 Результаты. Туберкулезное воспаление приводило к выраженному снижению активности лизосомальных гликозидаз в печени по сравнению со здоровыми животными: β-галактозидазы – в 2,3 раза, β-глюкозидазы – в 2,8
 раза, β-глюкуронидазы – в 2,5 раза. Внутривенное введение животным аполипопротеина А-I на фоне БЦЖинфицирования препятствовало уменьшению ферментативной активности гликозидаз, и эти величины практически не отличались от контрольных значений. Заключение. Ферментативная активность лизосомальных
 гликозидаз в группе мышей с внутривенным введением аполипопротеина А-I на фоне БЦЖ-инфицирования в
 1,5–2 раза превышала соответствующие показатели в группе животных с БЦЖ-инфицированием без введения
 аполипопротеина А-I, т.е. без лечения.","В статье рассматривается влияние аполипопротеина А-I на активность лизосомальных гликозидаз у мышей с БЦЖ-индуцированным туберкулезным воспалением. Исследования показали, что апо А-I способен оказывать противовоспалительный эффект, снижая гиперактивность макрофагов. Также отмечается, что апо А-I может препятствовать уничтожению и элиминации возбудителя туберкулеза.",4,4,2
